,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
3255,2021-08-01T18:48:16+00:00,"Yesterday, @oohdaniboi and I binge-watched the whole week of @levarburton hosting @Jeopardy and every minute was a genuine, warm joy to see him behind the host's podium. 

Everyone go watch it if you can. ♥️",1421905637676621824,Tony Coppoletta,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,262,280,1
3739,2021-08-01T18:03:37+00:00,"LORD GOD CAN THE WHOLE MONTH OF AUGUST BE FILLED WITH NOTHING BUT LOVE,JOY, PROTECTION &amp; PEACE IN JESUS NAME I PRAY AMEN 🙏🏾",1421894401819877377,DANNIGANG DOPECHICK,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1383,1525,1
4049,2021-08-01T17:34:58+00:00,I’ve been working so damn hard. It’s time to work smart! The stress associated with this industry gives me joy and pain 🥲,1421887193342259213,"Occasions by Jade, LLC",0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,29,19,1
6988,2021-08-01T11:40:15+00:00,I want the joy &amp; spirit of the Korean high jumper 🥺,1421797922644107264,AB,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,409,782,1
7923,2021-08-01T05:04:10+00:00,"@littleidiotgirI THEY REALLY ARENT! They got you out here lookin like Anya Taylor-Joy with a STONG, square jaw and I wont stand for it!!!",1421698246624350214,Kahlua,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,783,927,1
17219,2021-08-02T12:56:38+00:00,Im so annoyed by not getting this Spider-man NWH trailer it kills the joy for other projects 🤬🤬 https://t.co/h0cdAwN2V8,1422179534502309890,✪🐐ÝőûŤúbēŕ 💯✪,1,0,3,1,"[-87.940033, 41.644102]","Chicago, IL",0,540,1088,1
18723,2021-08-02T03:59:27+00:00,"All the joy, #usmnt sparking all the joy this evening. #ThisIsOurs #OurFinal #CopaOro2021 https://t.co/wiWvtrdqEi",1422044347869106180,Pattrick Stanton,0,0,5,0,"[-87.940033, 41.644102]","Chicago, IL","['usmnt', 'ThisIsOurs', 'OurFinal', 'CopaOro2021']",1378,1370,1
18745,2021-08-02T03:57:14+00:00,"@BJRippel @headdturnerr @theglobepub So much joy, USA, twice in one summer",1422043790915870722,Pattrick Stanton,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1378,1370,1
20597,2021-08-02T00:57:46+00:00,"Noticing everybody that has a scandal themselves are taking JOY in the sex tape of #colbyMitchell 
And they’re the ones keeping it going. The rest of us DON’T CARE!",1421998623823433729,DarylJF,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['colbyMitchell'],123,580,1
27273,2021-08-03T14:26:37+00:00,"Happy Birthday to the man, the myth, the legend, the Goat and the man who has brought me more joy in my sports life than any other! I don't support that other teams colors but will always support you! Happy Birthday @TomBrady https://t.co/EmSQ4LZZC2",1422564567473852424,Jameson 🏈⚾️🍻,0,2,24,0,"[-87.940033, 41.644102]","Chicago, IL",0,2884,943,1
27437,2021-08-03T14:08:45+00:00,"Your moment of Zen - from Japanese Gardens, Jackson Park.  Find joy in your day. https://t.co/y50zu7gGdi",1422560071595216900,Andrew Stephenson,1,0,4,0,"[-87.940033, 41.644102]","Chicago, IL",0,824,369,1
