,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
26942,2020-01-02T00:59:55+00:00,"@awwori You wish, 😁. Weed is beneath me. 🤷🏿",1212538982606786561,"Nyawira Njoroge, PhD",0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,9126,4963,0
427385,2020-01-30T02:26:38+00:00,@Rakiiiz Good song right lol,1222707664561614848,Míguel A.,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,275,415,0
380711,2020-01-27T13:39:33+00:00,Tonight the G on his hat is for Grammy https://t.co/duZ3wTu2Dw,1221789845980315650,jelly,0,0,0,0,"[-87.890882, 41.790186]","La Grange Park, IL",0,59,224,0
156749,2020-01-12T22:47:24+00:00,Mahomes is the best QB in the NFL,1216491897193144322,Dan Glorious,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,713,516,0
265727,2020-01-19T14:16:25+00:00,https://t.co/mxxqDoYn2b https://t.co/uk1Y8YAv1G,1218900020080119815,(((Abigail Abhorrent))),0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,791,922,0
302995,2020-01-22T20:39:52+00:00,https://t.co/dtQN1nHHuw https://t.co/SgHvihkzue,1220083683090223104,Coach Darius,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,404,323,0
197216,2020-01-14T01:40:00+00:00,Still will never forgive my parents for not getting me her concert tickets when I was little 😭😭😢🤣 https://t.co/XJw53dYCpR,1216897723879821312,samantha🤍,0,0,1,0,"[-87.918968, 41.8332198]","Westchester, IL",0,405,595,0
14149,2020-01-01T01:07:59+00:00,Win a Trip to the Waste Management Phoenix Open! https://t.co/MywCfr7M32,1212178624289411074,Jack Brennan,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,116,813,0
132558,2020-01-10T16:52:32+00:00,"Between the holidays and a milt flu, I’ve lost 6 pounds in the past 2 weeks https://t.co/Ke04nKLEEr",1215677817788211200,Cam ✶ ✶ ✶ ✶ 🇺🇸,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,273,881,0
328150,2020-01-23T02:08:10+00:00,Baszler beats Blackheart via submission #WWENXT,1220166301420789760,Sase Williams ⚔️,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['WWENXT'],767,4301,0
293965,2020-01-21T14:34:57+00:00,@mamareadsalot Great point.,1219629460896526339,Vintage by Kristen,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,439,751,0
86082,2020-01-07T20:32:32+00:00,Que sería de mí sin mi hermana? Siempre me hace sentir mejor 🥺❤️,1214646019234914304,𝐘𝐢𝐫𝐚𝐧𝐢 𝐍𝐚𝐧𝐢 👑✨,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,803,751,0
