,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
1655,2021-06-01T21:00:18+00:00,"@blackwomenviews Sis, THANK YOU &amp; #BossBabyABC For sharing your joy with us.",1399833203893063681,🏳️‍🌈The Obamacrat™️,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['BossBabyABC'],5391,5936,1
3537,2021-06-01T16:53:28+00:00,Obsessed with my handsome husband. Thanks for bringing me so much joy. https://t.co/wfKbkXsQaM,1399771089472008195,Nicole Stone,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,203,202,1
4519,2021-06-01T14:44:41+00:00,Joy &amp; resilience while working with the land. https://t.co/hTPga9vTvs,1399738677484470273,GPLXC,0,0,8,0,"[-87.940033, 41.644102]","Chicago, IL",0,796,73,1
5268,2021-06-01T12:46:11+00:00,"@TerryJo61291358 @TheLeoTerrell @foxandfriends And Old Terry is A happy
Boy Because watching
Leo degrade himself
Brings him great joy
Because it makes him
Filled with glee
2 know that another Sambo has embraced
The right wing philosophy",1399708854967947266,Percy Lee Dondle junior,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1060,2711,1
5803,2021-06-01T06:45:09+00:00,"JUNE 1ST ☀️ GOD I ASK CAN THIS MONTH BE FILLED WITH LOVE, PEACE, PROTECTION, POWER, STRENGTH, HEALTH,  WEALTH, JOY &amp;  HAPPINESS IN JESUS NAME I PRAY AMEN 🙏🏾",1399618001108975616,DANNIGANG DOPECHICK,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1383,1525,1
12834,2021-06-02T15:08:56+00:00,park sooyoung you never cease to amaze me 🥺 your vocal tone is so beautiful and your high notes sound so effortless and properly supported ! vocal queen joy ! 💚💚 https://t.co/i9BoVwTmIF,1400107168452550656,nora - ssw,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1028,908,1
13457,2021-06-02T13:48:35+00:00,"Sing a song, sing a happy song with joy unto the Lord.
#EmpoweredToEmpower
#YouAreTheONE @ Chicago, Illinois https://t.co/dHwXaIp2So",1400086950053302280,Cynthia R Keel,0,0,1,0,"[-87.632496, 41.883222]","Chicago, IL","['EmpoweredToEmpower', 'YouAreTheONE']",36,47,1
15356,2021-06-02T03:55:36+00:00,Dame is basketball joy!,1399937719158153216,Laurence Holmes,0,3,49,0,"[-87.940033, 41.644102]","Chicago, IL",0,79702,1068,1
17179,2021-06-02T01:15:07+00:00,baby pride picture with a splash of black boy joy https://t.co/2J8wcaCofx,1399897331374321668,Chester ate all the candy corn,0,0,13,0,"[-87.940033, 41.644102]","Chicago, IL",0,1130,2509,1
18760,2021-06-03T22:32:02+00:00,@chance_second Decascos fanboying John is something that just brings me so much joy.,1400581065991938051,Joseph FrankenFinn,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1029,1674,1
