,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
327,2019-11-01T23:39:19+00:00,@Aisle424 This brought me so much joy.,1190413038526107648,Jason,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,817,2884,1
430,2019-11-01T23:31:36+00:00,"It is with sadness that I write this. I would like you all to send up your prayers on behalf of my Manifest, New Sounding Joy Family and My Family on the passing of our Beloved Brother, Friend, Minister and my… https://t.co/1S9USs0fQs",1190411093396643840,Griff Taylor,0,0,0,0,"[-87.80605, 41.92814]","Chicago, IL",0,599,375,1
837,2019-11-01T23:01:56+00:00,"@whuntah Congratulations and best wishes! We are a little nuts for marrying men, but I hope marriage brings you as much joy as mine does! Or even more because, TBH, my spouse could do a little more housework and hang out with his friends less.",1190403628839907328,🇺🇸Denise Du Vernay🏳️‍🌈,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,883,585,1
3275,2019-11-01T19:49:27+00:00,Tonight @peterhook &amp; the Light LIVE from @MetroChicago. He is the Joy Division and New Order that you know and love. Stoked to have @groundedeffects by my side for another 32-hour banzai run to the Windy City. https://t.co/NlCl8brjRS,1190355191150915589,Jason,1,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,819,1137,1
3669,2019-11-01T19:21:36+00:00,"@Bronzed_Glow That's OK, just tell them its tears of joy for early and future Birthday Wishes
Here's to your 51st, 55th, 60th... You get my point 😎",1190348179016949762,Kye-Anne PhD 2B,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,445,559,1
5375,2019-11-01T17:19:35+00:00,"Listening to @MariahCarey's LIVE ST. John the Devine performance of ""Joy To The World"" on every @Google Home in the house! Feels like she's here with me! Feeling festive! #MerryChristmas25",1190317475537281026,𝕸𝖎𝖈𝖍𝖆𝖊𝖑 ♠️,0,0,4,0,"[-87.940033, 41.644102]","Chicago, IL",['MerryChristmas25'],732,258,1
6459,2019-11-01T16:00:39+00:00,"@DimTillard Wrong answer sir. It goes 
1. Snickers
2. Reese (cups or pieces)
3. Almond Joy 
4. M&amp;M’s
          A.Peanut 
          B. Plain
.
.
.
.
.
.
.
815. 3 Musketeers
Never. Milky Way",1190297610554347520,Scott,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,366,3610,1
6858,2019-11-01T15:31:52+00:00,Great joy for being back together for a very special school day! https://t.co/5Avax1mJFU,1190290366425112576,Dr. Efraín Martínez,0,1,8,0,"[-87.67511800000001, 41.857969]",Orozco Community Academy,0,1620,1886,1
8172,2019-11-01T14:02:47+00:00,This video brings me more joy than anything else in life. https://t.co/OKMIui6aFl,1190267946645540865,jsiebs,0,1,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,295,1336,1
9169,2019-11-01T12:39:52+00:00,"@DalaiLama Love, Joy, Peace, Gratitude.  Daily-focusing on those I love, what I love, what brings peace-and grateful for life.",1190247082860384257,Nancy L,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,5,27,1
